DATE,Temp_Max_C,Temp_Min_C,Temp_Mean_C,Rainfall_mm,SolarRad_MJ_m2,Rel_Humidity_pct,WindSpeed_mps,GDD,Cumulative_Rainfall_mm
2017-12-27,30.73,10.35,19.62,0.0,17.0,24.7,2.0,10.54,2472.669999999999
2017-12-28,31.73,11.16,20.27,0.0,17.93,22.49,1.87,11.445,2472.669999999999
2017-12-29,31.97,12.38,20.69,0.0,17.2,24.05,2.8,12.175,2472.669999999999
2017-12-30,30.96,11.93,20.67,0.0,16.85,30.07,2.36,11.445,2472.669999999999
2017-12-31,30.4,12.93,20.8,0.0,15.94,31.69,2.46,11.665,2472.669999999999
2018-01-01,30.27,12.93,20.71,0.0,16.5,31.34,1.67,11.600000000000001,2472.669999999999
2018-01-02,29.53,12.32,20.16,0.0,15.53,36.06,1.57,10.925,2472.669999999999
2018-01-03,29.59,11.12,19.64,0.0,15.13,31.57,2.05,10.355,2472.669999999999
2018-01-04,30.35,12.11,21.19,0.0,15.27,28.39,1.87,11.23,2472.669999999999
2018-01-05,30.19,14.71,21.8,0.0,15.04,29.6,1.85,12.450000000000003,2472.669999999999
2018-01-06,29.33,13.59,20.69,0.0,14.66,29.14,2.16,11.46,2472.669999999999
2018-01-07,28.73,12.34,19.6,0.0,15.51,26.28,1.03,10.535,2472.669999999999
2018-01-08,30.04,11.07,19.86,0.0,14.45,28.54,1.97,10.555,2472.669999999999
2018-01-09,29.19,12.37,19.98,0.0,14.38,35.57,2.35,10.780000000000001,2472.669999999999
2018-01-10,30.27,12.2,20.62,0.0,15.43,28.82,2.23,11.235,2472.669999999999
2018-01-11,31.81,13.51,22.09,0.0,16.08,26.74,1.54,12.66,2472.669999999999
2018-01-12,32.91,15.16,23.47,0.0,15.41,29.32,1.14,14.034999999999997,2472.669999999999
2018-01-13,32.99,16.07,24.24,0.0,14.31,30.15,2.53,14.530000000000001,2472.669999999999
2018-01-14,33.48,18.47,25.67,0.0,12.0,31.6,2.69,15.974999999999998,2472.669999999999
2018-01-15,33.35,20.03,25.59,0.0,14.68,36.38,1.88,16.69,2472.669999999999
2018-01-16,32.97,17.32,24.5,0.0,17.06,28.58,1.89,15.145,2472.669999999999
2018-01-17,33.07,16.3,23.96,0.0,18.04,27.81,1.08,14.685000000000002,2472.669999999999
2018-01-18,32.41,16.15,23.76,0.0,18.49,27.96,0.98,14.279999999999998,2472.669999999999
2018-01-19,32.45,15.23,23.21,0.0,18.92,26.22,1.33,13.840000000000003,2472.669999999999
2018-01-20,32.61,14.67,23.19,0.0,18.84,21.79,2.13,13.64,2472.669999999999
2018-01-21,33.1,14.51,23.23,0.0,19.0,24.23,1.94,13.805,2472.669999999999
2018-01-22,32.94,14.16,22.93,0.0,18.14,23.65,3.3,13.549999999999997,2472.669999999999
2018-01-23,31.63,14.85,22.39,0.0,16.93,32.32,2.68,13.239999999999998,2472.669999999999
2018-01-24,29.48,11.92,19.75,0.0,19.12,25.48,2.15,10.7,2472.669999999999
2018-01-25,29.36,9.29,18.75,0.0,19.51,15.07,1.09,9.325,2472.669999999999
2018-01-26,30.0,10.01,19.22,0.0,19.87,14.27,1.28,10.004999999999999,2472.669999999999
2018-01-27,30.99,10.77,20.17,0.0,19.24,16.98,0.89,10.879999999999999,2472.669999999999
2018-01-28,32.09,12.07,21.46,0.0,18.8,18.25,1.99,12.080000000000002,2472.669999999999
2018-01-29,32.45,12.91,22.1,0.0,18.5,20.98,1.58,12.68,2472.669999999999
2018-01-30,33.35,14.28,23.23,0.0,19.82,21.08,1.44,13.815000000000001,2472.669999999999
2018-01-31,34.19,15.13,24.29,0.0,19.81,17.82,1.27,14.66,2472.669999999999
2018-02-01,34.24,15.9,24.59,0.0,20.83,14.73,1.39,15.07,2472.669999999999
2018-02-02,34.99,15.05,24.84,0.0,20.22,15.02,1.9,15.020000000000003,2472.669999999999
2018-02-03,34.37,17.08,24.69,0.0,19.64,16.82,1.26,15.724999999999998,2472.669999999999
2018-02-04,34.51,14.53,24.1,0.0,18.93,22.04,2.54,14.52,2472.669999999999
2018-02-05,35.92,17.03,25.6,0.0,18.27,21.51,1.79,16.475,2472.669999999999
2018-02-06,33.17,17.92,24.9,0.0,15.28,25.34,2.58,15.545000000000002,2472.669999999999
2018-02-07,33.06,19.07,25.21,0.0,11.82,26.22,2.05,16.065,2472.669999999999
2018-02-08,32.79,16.38,24.2,0.0,19.45,30.99,2.63,14.585,2472.669999999999
2018-02-09,31.76,15.36,23.43,0.0,21.32,28.08,1.67,13.560000000000002,2472.669999999999
2018-02-10,34.22,15.36,24.29,0.0,17.19,19.85,3.61,14.79,2472.669999999999
2018-02-11,33.7,16.87,24.91,1.42,15.55,30.27,4.25,15.285000000000004,2474.0899999999992
2018-02-12,32.4,16.94,24.01,0.03,18.94,40.38,1.59,14.670000000000002,2474.1199999999994
2018-02-13,32.74,15.73,23.84,0.26,16.45,35.49,2.27,14.235,2474.3799999999997
2018-02-14,31.75,16.77,23.79,0.0,14.92,46.34,2.98,14.259999999999998,2474.3799999999997
2018-02-15,32.36,14.98,23.11,0.0,17.07,32.68,2.65,13.670000000000002,2474.3799999999997
2018-02-16,34.15,15.22,24.09,0.0,20.04,25.14,1.59,14.684999999999999,2474.3799999999997
2018-02-17,35.15,16.02,24.83,0.0,21.67,21.63,2.45,15.585,2474.3799999999997
2018-02-18,35.49,17.33,25.96,0.0,22.25,19.05,1.42,16.41,2474.3799999999997
2018-02-19,36.07,17.15,26.2,0.0,20.08,20.04,0.92,16.61,2474.3799999999997
2018-02-20,35.9,17.36,26.19,0.0,20.64,23.8,1.79,16.63,2474.3799999999997
2018-02-21,35.82,17.35,26.43,0.0,19.4,22.84,1.98,16.585,2474.3799999999997
2018-02-22,36.24,19.84,27.97,0.0,18.92,19.59,1.43,18.04,2474.3799999999997
2018-02-23,36.77,21.0,28.62,0.0,18.15,20.09,1.79,18.885,2474.3799999999997
2018-02-24,36.99,20.66,28.68,0.0,17.28,23.01,1.18,18.825000000000003,2474.3799999999997
2018-02-25,36.92,21.49,28.71,0.0,19.4,26.63,1.35,19.205,2474.3799999999997
2018-02-26,37.11,21.01,28.41,0.0,20.18,26.67,1.75,19.060000000000002,2474.3799999999997
2018-02-27,38.24,19.97,28.61,0.0,21.03,22.46,1.85,19.105,2474.3799999999997
2018-02-28,38.41,20.09,28.95,0.0,20.76,19.03,2.85,19.25,2474.3799999999997
2018-03-01,38.54,20.73,29.78,0.0,19.58,20.07,3.11,19.634999999999998,2474.3799999999997
2018-03-02,38.49,21.53,29.57,0.0,20.3,21.89,1.12,20.01,2474.3799999999997
2018-03-03,38.02,20.43,29.01,0.0,20.36,20.81,1.73,19.225,2474.3799999999997
2018-03-04,37.91,20.43,29.12,0.0,20.25,20.5,2.0,19.169999999999998,2474.3799999999997
2018-03-05,37.22,20.22,28.48,0.0,19.56,24.05,2.35,18.72,2474.3799999999997
2018-03-06,38.01,19.86,28.85,0.0,20.36,24.39,2.33,18.935,2474.3799999999997
2018-03-07,38.6,21.78,30.53,0.0,17.19,20.59,3.56,20.19,2474.3799999999997
2018-03-08,37.92,24.34,30.68,0.0,17.97,21.81,4.58,21.130000000000003,2474.3799999999997
2018-03-09,38.61,22.27,30.32,0.0,16.04,22.88,3.12,20.439999999999998,2474.3799999999997
2018-03-10,38.14,24.36,30.9,0.01,17.56,22.75,2.02,21.25,2474.39
2018-03-11,36.78,25.08,30.17,0.17,16.9,29.74,3.1,20.93,2474.56
2018-03-12,38.73,20.28,29.82,0.15,20.15,16.78,1.72,19.505,2474.71
2018-03-13,39.0,21.5,30.52,0.0,20.31,15.24,1.9,20.25,2474.71
2018-03-14,38.88,21.81,29.82,0.0,21.56,17.46,2.55,20.345,2474.71
2018-03-15,35.58,22.54,28.47,0.0,9.45,20.31,2.66,19.06,2474.71
2018-03-16,36.65,22.16,29.01,0.0,17.1,21.26,2.13,19.405,2474.71
2018-03-17,37.02,21.28,29.11,0.01,23.48,18.54,1.18,19.150000000000002,2474.7200000000003
2018-03-18,38.77,21.44,30.47,0.0,19.29,22.02,2.14,20.105000000000004,2474.7200000000003
2018-03-19,38.65,25.2,31.44,0.98,16.13,27.62,2.19,21.924999999999997,2475.7000000000003
2018-03-20,38.7,25.16,31.29,0.66,22.88,31.32,3.39,21.93,2476.36
2018-03-21,37.81,20.81,29.11,0.0,25.4,23.54,1.95,19.310000000000002,2476.36
2018-03-22,36.39,18.53,27.38,0.0,25.46,27.71,2.02,17.46,2476.36
2018-03-23,35.74,18.3,27.56,0.0,26.16,21.97,1.93,17.020000000000003,2476.36
2018-03-24,38.44,20.22,29.2,0.0,25.99,16.28,2.8,19.33,2476.36
2018-03-25,39.39,21.62,30.35,0.0,25.74,15.99,3.21,20.505000000000003,2476.36
2018-03-26,40.21,22.81,30.95,0.0,25.19,13.38,2.77,21.509999999999998,2476.36
2018-03-27,39.64,24.07,31.8,0.0,25.32,12.23,1.73,21.855,2476.36
2018-03-28,40.52,20.73,30.35,0.0,25.77,15.99,2.41,20.625,2476.36
2018-03-29,41.24,19.59,31.09,0.0,26.54,16.36,2.8,20.415,2476.36
2018-03-30,41.86,19.47,31.1,0.0,26.52,19.27,1.74,20.665,2476.36
2018-03-31,41.47,20.61,30.92,0.0,24.31,18.59,2.32,21.04,2476.36
2018-04-01,41.55,20.95,31.07,0.0,25.5,24.43,1.9,21.25,2476.36
2018-04-02,41.81,21.08,31.99,0.0,25.61,11.76,1.87,21.445,2476.36
2018-04-03,41.8,21.54,32.42,0.0,25.46,13.23,2.61,21.669999999999998,2476.36
2018-04-04,42.31,22.56,32.5,0.0,25.41,15.14,2.41,22.435000000000002,2476.36
2018-04-05,41.35,23.52,32.32,0.0,23.34,19.71,1.62,22.435000000000002,2476.36
2018-04-06,39.34,23.91,31.19,0.0,18.08,21.97,3.1,21.625,2476.36
2018-04-07,41.13,22.44,31.94,0.0,22.81,21.82,1.34,21.785000000000004,2476.36
2018-04-08,39.96,24.3,31.8,0.04,22.99,25.63,3.35,22.130000000000003,2476.4
2018-04-09,40.66,23.45,32.89,0.0,22.49,21.37,1.7,22.055,2476.4
2018-04-10,40.85,23.72,33.15,0.12,23.55,22.2,2.01,22.284999999999997,2476.52
2018-04-11,40.84,25.3,33.34,0.07,22.74,25.02,1.83,23.07,2476.59
2018-04-12,40.55,23.39,32.28,0.05,23.54,26.13,1.59,21.97,2476.6400000000003
2018-04-13,40.95,24.38,33.03,0.03,23.5,27.9,2.41,22.665,2476.6700000000005
2018-04-14,41.34,25.22,33.47,0.0,24.74,24.36,2.25,23.28,2476.6700000000005
2018-04-15,41.93,24.69,34.08,0.0,23.4,24.15,1.74,23.310000000000002,2476.6700000000005
2018-04-16,42.29,26.21,34.55,0.0,23.69,25.02,2.21,24.25,2476.6700000000005
2018-04-17,42.96,26.72,34.91,0.3,22.43,24.3,2.26,24.840000000000003,2476.9700000000007
2018-04-18,43.62,26.44,34.75,0.03,25.57,16.93,3.28,25.03,2477.000000000001
2018-04-19,43.55,24.15,34.03,0.0,27.33,14.52,2.52,23.849999999999994,2477.000000000001
2018-04-20,42.1,24.39,33.16,0.0,27.48,21.41,3.47,23.245000000000005,2477.000000000001
2018-04-21,41.39,24.64,32.82,0.0,27.68,25.66,2.75,23.015,2477.000000000001
2018-04-22,41.93,23.05,32.72,0.0,28.03,16.73,2.03,22.490000000000002,2477.000000000001
2018-04-23,42.64,22.39,32.64,0.0,28.18,10.51,2.35,22.515,2477.000000000001
2018-04-24,42.75,22.33,32.52,0.0,28.26,8.98,1.99,22.54,2477.000000000001
2018-04-25,42.69,21.22,32.36,0.0,27.49,9.19,1.39,21.955,2477.000000000001
2018-04-26,42.17,21.59,32.27,0.0,27.83,18.44,2.54,21.880000000000003,2477.000000000001
2018-04-27,43.33,22.42,33.44,0.0,26.97,20.47,3.19,22.875,2477.000000000001
2018-04-28,44.39,24.83,35.19,0.0,26.93,24.33,2.46,24.61,2477.000000000001
2018-04-29,44.2,26.54,35.13,0.0,26.66,26.02,3.33,25.370000000000005,2477.000000000001
2018-04-30,43.36,24.52,34.0,0.0,27.62,30.3,3.17,23.939999999999998,2477.000000000001
2018-05-01,43.96,25.78,34.91,0.0,27.36,29.69,3.39,24.870000000000005,2477.000000000001
2018-05-02,44.43,24.87,34.73,0.0,27.41,26.63,3.02,24.65,2477.000000000001
2018-05-03,43.83,25.01,34.42,0.0,27.3,29.1,2.67,24.42,2477.000000000001
2018-05-04,43.28,24.33,34.2,0.0,26.97,23.71,2.67,23.805,2477.000000000001
2018-05-05,42.88,24.48,34.17,0.0,27.18,27.39,2.08,23.68,2477.000000000001
2018-05-06,44.21,26.0,35.53,0.0,25.68,27.88,1.71,25.105000000000004,2477.000000000001
2018-05-07,42.73,27.06,34.59,0.0,25.99,24.13,2.88,24.894999999999996,2477.000000000001
2018-05-08,41.93,24.42,33.04,0.0,27.85,28.5,3.31,23.174999999999997,2477.000000000001
2018-05-09,42.31,25.05,33.78,0.0,27.82,27.73,3.19,23.68,2477.000000000001
2018-05-10,43.89,26.48,35.56,0.0,27.5,19.35,2.5,25.185000000000002,2477.000000000001
2018-05-11,44.58,26.75,36.16,0.0,26.59,23.99,2.38,25.665,2477.000000000001
2018-05-12,43.8,27.73,35.57,0.0,24.72,24.52,2.54,25.765,2477.000000000001
2018-05-13,43.69,25.02,34.64,0.02,24.08,30.19,2.48,24.354999999999997,2477.020000000001
2018-05-14,43.08,26.34,34.74,0.0,27.14,30.24,3.77,24.71,2477.020000000001
2018-05-15,42.22,25.99,34.63,0.0,25.24,31.92,3.95,24.104999999999997,2477.020000000001
2018-05-16,43.09,28.61,35.79,0.0,24.75,28.0,3.56,25.85,2477.020000000001
2018-05-17,44.02,27.52,35.99,0.01,24.19,24.86,3.34,25.770000000000003,2477.030000000001
2018-05-18,43.58,27.59,35.64,0.0,25.28,24.27,3.44,25.585,2477.030000000001
2018-05-19,43.6,26.77,35.15,0.0,26.11,24.38,2.77,25.185000000000002,2477.030000000001
2018-05-20,43.58,25.46,34.77,0.0,27.25,29.3,2.42,24.519999999999996,2477.030000000001
2018-05-21,43.65,25.97,35.12,0.0,26.43,25.8,3.78,24.810000000000002,2477.030000000001
2018-05-22,42.83,26.3,34.98,0.0,20.69,26.02,1.88,24.564999999999998,2477.030000000001
2018-05-23,44.26,27.02,35.69,0.0,22.02,24.84,2.72,25.64,2477.030000000001
2018-05-24,44.77,28.43,36.34,0.0,23.19,22.7,3.03,26.6,2477.030000000001
2018-05-25,44.05,26.29,35.13,0.0,25.25,27.32,3.18,25.17,2477.030000000001
2018-05-26,44.51,26.89,36.04,0.0,26.39,26.31,3.2,25.700000000000003,2477.030000000001
2018-05-27,45.98,28.97,38.07,0.0,25.95,22.88,1.67,27.474999999999994,2477.030000000001
2018-05-28,45.37,28.62,37.29,0.0,25.82,27.93,3.9,26.994999999999997,2477.030000000001
2018-05-29,43.93,28.37,36.14,0.0,24.77,36.55,2.27,26.15,2477.030000000001
2018-05-30,43.63,27.1,35.39,0.0,25.56,38.44,1.57,25.365000000000002,2477.030000000001
2018-05-31,43.82,27.46,35.88,0.0,23.79,39.47,3.22,25.64,2477.030000000001
2018-06-01,43.65,29.15,36.27,1.16,23.88,38.96,4.05,26.4,2478.190000000001
2018-06-02,41.42,29.19,35.28,2.83,22.07,38.5,4.53,25.305,2481.020000000001
2018-06-03,42.59,28.12,35.18,4.09,12.07,40.82,2.9,25.355000000000004,2485.110000000001
2018-06-04,41.67,27.46,34.47,0.05,23.98,43.01,4.31,24.564999999999998,2485.160000000001
2018-06-05,40.74,27.92,34.13,8.34,20.96,45.68,3.81,24.33,2493.5000000000014
2018-06-06,39.12,27.05,32.59,12.91,17.39,54.72,3.58,23.085,2506.410000000001
2018-06-07,39.72,26.66,32.36,2.15,16.46,58.47,3.39,23.189999999999998,2508.5600000000013
2018-06-08,37.71,26.71,31.43,0.73,18.11,60.81,2.88,22.21,2509.2900000000013
2018-06-09,37.58,26.6,31.25,0.8,18.56,59.35,3.66,22.090000000000003,2510.0900000000015
2018-06-10,36.26,26.43,31.0,1.08,20.3,62.04,2.88,21.345,2511.1700000000014
2018-06-11,36.3,26.85,31.18,0.53,19.3,60.46,3.35,21.575,2511.7000000000016
2018-06-12,40.21,27.26,32.34,0.01,21.45,55.63,2.46,23.735,2511.710000000002
2018-06-13,40.82,26.62,32.94,0.0,22.0,52.68,2.45,23.72,2511.710000000002
2018-06-14,40.16,26.69,32.38,0.0,22.0,50.34,2.66,23.424999999999997,2511.710000000002
2018-06-15,40.03,25.95,32.53,0.17,19.17,50.44,3.34,22.990000000000002,2511.880000000002
2018-06-16,39.15,26.35,32.22,0.03,23.72,50.16,3.73,22.75,2511.910000000002
2018-06-17,37.29,26.13,31.47,0.62,18.1,54.32,2.41,21.71,2512.530000000002
2018-06-18,39.05,25.93,32.67,1.12,23.89,51.85,3.65,22.489999999999995,2513.650000000002
2018-06-19,39.42,27.13,33.33,2.57,21.62,49.51,2.48,23.275,2516.220000000002
2018-06-20,38.26,26.67,32.63,4.12,21.33,53.33,1.97,22.465000000000003,2520.340000000002
2018-06-21,36.53,27.22,31.18,22.5,18.34,62.81,3.11,21.875,2542.840000000002
2018-06-22,34.19,25.57,29.46,11.3,16.34,70.41,3.1,19.88,2554.140000000002
2018-06-23,34.08,25.52,29.51,15.53,13.89,70.78,3.89,19.799999999999997,2569.6700000000023
2018-06-24,33.85,24.84,28.75,3.78,15.67,72.68,2.47,19.345,2573.4500000000025
2018-06-25,29.15,25.54,26.9,6.51,14.67,83.92,3.44,17.345,2579.9600000000028
2018-06-26,32.75,24.64,27.77,16.89,13.56,77.37,2.97,18.695,2596.8500000000026
2018-06-27,31.6,24.43,27.63,4.62,17.17,76.62,3.81,18.015,2601.4700000000025
2018-06-28,30.17,24.32,26.98,2.06,16.27,78.13,3.28,17.245,2603.5300000000025
2018-06-29,33.89,23.85,28.25,10.51,18.41,71.13,2.98,18.87,2614.0400000000027
2018-06-30,35.27,23.82,29.12,1.12,22.62,66.36,2.68,19.545,2615.1600000000026
2018-07-01,36.18,23.6,29.72,0.01,22.3,63.64,2.67,19.89,2615.170000000003
2018-07-02,33.04,24.67,28.73,0.65,20.81,69.66,3.03,18.855,2615.820000000003
2018-07-03,31.94,25.02,27.92,3.14,15.63,74.46,4.86,18.48,2618.9600000000028
2018-07-04,31.1,24.14,27.25,3.85,16.65,76.4,3.71,17.62,2622.8100000000027
2018-07-05,32.04,24.12,27.69,6.65,12.25,76.44,3.68,18.08,2629.4600000000028
2018-07-06,32.0,24.45,27.75,7.77,16.56,75.44,3.01,18.225,2637.2300000000027
2018-07-07,30.82,24.88,27.19,7.07,10.58,79.66,4.13,17.85,2644.300000000003
2018-07-08,32.95,24.52,28.06,4.56,15.96,75.9,2.93,18.735,2648.860000000003
2018-07-09,29.9,24.34,26.39,10.22,9.04,81.39,3.15,17.119999999999997,2659.0800000000027
2018-07-10,28.04,23.47,25.45,9.39,9.23,83.45,2.83,15.754999999999999,2668.4700000000025
2018-07-11,28.45,23.77,25.76,29.0,9.22,85.89,3.17,16.11,2697.4700000000025
2018-07-12,30.45,22.89,26.11,7.84,11.28,79.03,3.25,16.67,2705.3100000000027
2018-07-13,31.75,21.83,26.35,2.67,14.93,75.74,2.99,16.79,2707.9800000000027
2018-07-14,31.16,23.56,26.39,17.6,13.88,82.43,4.06,17.36,2725.5800000000027
2018-07-15,30.88,24.02,27.04,8.39,15.83,82.45,3.88,17.45,2733.9700000000025
2018-07-16,31.87,24.16,27.19,4.29,9.81,80.95,4.04,18.015,2738.2600000000025
2018-07-17,28.6,23.57,25.74,4.21,10.62,86.3,3.89,16.085,2742.4700000000025
2018-07-18,30.34,23.76,26.5,0.01,12.89,81.06,3.09,17.05,2742.4800000000027
2018-07-19,30.8,23.48,26.39,0.66,13.28,81.8,3.11,17.14,2743.1400000000026
2018-07-20,31.04,23.26,26.66,1.46,9.82,81.11,3.11,17.15,2744.6000000000026
2018-07-21,30.17,23.96,26.29,6.8,13.21,84.61,2.99,17.065,2751.400000000003
2018-07-22,29.22,23.48,25.87,3.71,6.79,82.13,3.25,16.35,2755.110000000003
2018-07-23,28.18,22.9,24.94,10.59,5.69,86.19,3.67,15.54,2765.700000000003
2018-07-24,31.27,22.69,26.33,6.17,8.14,80.2,3.22,16.98,2771.870000000003
2018-07-25,30.89,22.83,26.25,1.78,9.55,80.6,2.69,16.86,2773.6500000000033
2018-07-26,31.65,23.19,26.51,0.52,11.0,77.73,3.83,17.42,2774.1700000000033
2018-07-27,31.66,23.01,26.58,0.0,11.31,76.73,3.77,17.335,2774.1700000000033
2018-07-28,33.3,22.6,27.42,0.0,16.48,75.13,3.32,17.95,2774.1700000000033
2018-07-29,33.49,22.73,27.55,0.0,15.24,74.33,2.68,18.11,2774.1700000000033
2018-07-30,32.48,22.97,27.39,0.29,14.72,74.87,2.84,17.724999999999998,2774.460000000003
2018-07-31,32.92,22.91,27.06,0.44,17.44,74.63,2.73,17.915,2774.9000000000033
2018-08-01,33.69,23.45,27.86,0.22,18.07,72.21,3.06,18.57,2775.120000000003
2018-08-02,31.82,23.09,27.07,0.0,16.17,75.92,3.04,17.455,2775.120000000003
2018-08-03,33.66,22.76,27.52,0.01,17.28,73.26,3.57,18.21,2775.1300000000033
2018-08-04,33.57,23.14,27.68,0.01,13.73,72.24,3.15,18.355,2775.1400000000035
2018-08-05,32.48,23.04,27.35,0.0,17.35,72.29,3.32,17.759999999999998,2775.1400000000035
2018-08-06,30.06,23.03,26.05,0.59,14.3,76.91,2.77,16.545,2775.7300000000037
2018-08-07,31.62,22.75,26.63,0.21,11.72,75.24,3.61,17.185000000000002,2775.9400000000037
2018-08-08,29.61,23.26,25.74,1.77,9.35,80.03,3.19,16.435000000000002,2777.7100000000037
2018-08-09,32.52,22.85,27.06,1.9,11.26,76.29,3.25,17.685000000000002,2779.6100000000038
2018-08-10,32.09,23.04,27.1,0.96,14.99,75.06,2.97,17.565,2780.570000000004
2018-08-11,31.19,23.28,26.62,1.37,14.88,76.93,3.48,17.235,2781.9400000000037
2018-08-12,31.52,23.21,26.91,1.48,13.65,74.63,2.58,17.365000000000002,2783.4200000000037
2018-08-13,33.84,23.03,27.39,1.74,13.67,73.86,2.14,18.435000000000002,2785.1600000000035
2018-08-14,32.29,22.96,26.73,1.33,11.42,77.58,2.16,17.625,2786.4900000000034
2018-08-15,30.83,23.43,26.52,5.75,11.07,81.25,2.01,17.13,2792.2400000000034
2018-08-16,28.09,23.86,25.51,65.85,2.53,89.77,2.0,15.975000000000001,2858.0900000000033
2018-08-17,28.26,23.29,25.12,36.13,9.78,87.51,2.87,15.774999999999999,2894.2200000000034
2018-08-18,28.26,22.77,25.11,2.56,12.38,85.39,3.49,15.515,2896.7800000000034
2018-08-19,31.35,22.74,25.99,1.99,12.83,82.09,3.35,17.045,2898.770000000003
2018-08-20,26.89,22.77,24.36,31.53,6.45,88.86,3.25,14.829999999999998,2930.3000000000034
2018-08-21,26.42,22.56,24.16,35.79,7.32,90.39,2.9,14.490000000000002,2966.0900000000033
2018-08-22,30.22,21.99,25.46,2.36,15.43,84.44,3.03,16.104999999999997,2968.4500000000035
2018-08-23,28.89,22.57,25.19,0.58,16.07,85.18,2.97,15.73,2969.0300000000034
2018-08-24,30.75,22.05,25.74,2.71,17.5,83.18,2.7,16.4,2971.7400000000034
2018-08-25,30.53,21.98,25.47,2.87,15.39,83.48,3.8,16.255000000000003,2974.6100000000033
2018-08-26,30.44,21.86,25.53,0.62,11.24,82.46,3.04,16.15,2975.230000000003
2018-08-27,29.77,22.46,25.5,1.73,13.07,83.14,2.76,16.115000000000002,2976.960000000003
2018-08-28,28.29,22.07,24.48,0.35,12.6,86.33,2.77,15.18,2977.310000000003
2018-08-29,29.61,21.81,25.27,0.31,16.58,82.2,3.1,15.71,2977.620000000003
2018-08-30,30.05,21.82,25.43,0.12,8.43,81.34,3.77,15.935000000000002,2977.740000000003
2018-08-31,29.48,22.26,25.17,0.6,14.63,82.88,2.94,15.870000000000001,2978.340000000003
2018-09-01,28.73,22.0,24.98,0.1,18.51,83.16,3.26,15.365000000000002,2978.440000000003
2018-09-02,29.38,21.82,25.32,2.53,15.24,83.4,2.78,15.600000000000001,2980.970000000003
2018-09-03,31.03,21.34,25.56,0.11,14.02,79.97,2.77,16.185000000000002,2981.080000000003
2018-09-04,30.32,21.2,25.22,0.39,13.5,79.88,2.79,15.759999999999998,2981.470000000003
2018-09-05,30.09,21.11,24.93,0.06,14.08,78.69,3.3,15.600000000000001,2981.530000000003
2018-09-06,28.83,21.34,24.59,0.03,17.54,78.58,3.04,15.085,2981.560000000003
2018-09-07,29.93,20.97,24.8,0.05,15.84,76.68,2.52,15.45,2981.6100000000033
2018-09-08,31.06,20.64,25.13,0.01,21.85,75.69,3.31,15.850000000000001,2981.6200000000035
2018-09-09,31.94,19.26,25.3,0.0,23.87,74.2,1.74,15.600000000000001,2981.6200000000035
2018-09-10,30.56,20.16,24.8,0.0,19.81,76.99,1.36,15.36,2981.6200000000035
2018-09-11,32.34,20.72,25.97,0.0,20.67,74.51,1.32,16.53,2981.6200000000035
2018-09-12,32.16,20.96,25.9,0.0,20.89,73.92,1.71,16.56,2981.6200000000035
2018-09-13,32.46,19.56,25.62,0.06,22.75,74.24,1.6,16.009999999999998,2981.6800000000035
2018-09-14,32.31,20.43,26.11,0.64,19.8,76.08,1.53,16.37,2982.3200000000033
2018-09-15,32.05,21.68,26.5,1.73,17.72,75.96,1.62,16.865,2984.0500000000034
2018-09-16,32.34,21.12,26.56,0.58,14.12,75.09,1.92,16.730000000000004,2984.6300000000033
2018-09-17,32.65,22.09,26.62,0.38,16.27,73.83,1.99,17.369999999999997,2985.0100000000034
2018-09-18,33.3,21.06,26.7,1.91,21.07,73.6,2.89,17.18,2986.9200000000033
2018-09-19,32.95,21.6,26.83,1.91,19.49,74.65,2.64,17.275000000000002,2988.830000000003
2018-09-20,35.0,22.09,27.39,2.11,19.57,68.79,2.31,18.545,2990.9400000000032
2018-09-21,33.39,21.88,26.92,15.2,17.46,72.71,2.92,17.634999999999998,3006.140000000003
2018-09-22,30.66,22.66,26.09,9.81,12.1,79.34,4.32,16.66,3015.950000000003
2018-09-23,32.87,22.18,26.69,5.01,21.06,74.11,3.0,17.525,3020.960000000003
2018-09-24,33.24,21.41,26.79,0.1,22.0,73.17,1.38,17.325000000000003,3021.060000000003
2018-09-25,33.39,21.68,26.99,0.0,22.75,74.71,2.14,17.535,3021.060000000003
2018-09-26,33.65,21.14,26.96,0.0,21.0,71.38,1.32,17.395,3021.060000000003
2018-09-27,33.72,21.3,27.12,0.0,19.5,66.54,1.45,17.509999999999998,3021.060000000003
2018-09-28,34.38,22.22,27.59,0.0,21.19,64.62,2.12,18.3,3021.060000000003
2018-09-29,34.79,22.27,27.55,0.0,21.27,64.0,2.31,18.53,3021.060000000003
2018-09-30,34.99,22.26,27.66,0.0,21.69,61.89,1.94,18.625,3021.060000000003
2018-10-01,35.7,21.51,27.77,0.06,21.03,61.03,2.08,18.605000000000004,3021.120000000003
2018-10-02,35.7,21.37,28.11,0.0,20.44,64.09,1.33,18.535000000000004,3021.120000000003
2018-10-03,35.86,22.18,28.39,0.0,19.65,62.35,1.22,19.02,3021.120000000003
2018-10-04,35.34,21.55,27.41,0.0,19.2,62.19,2.59,18.445,3021.120000000003
2018-10-05,35.06,20.84,27.45,0.11,19.95,64.33,2.7,17.950000000000003,3021.230000000003
2018-10-06,35.58,22.18,28.02,0.02,21.02,61.59,2.26,18.88,3021.250000000003
2018-10-07,35.17,21.77,27.66,0.0,21.16,60.78,2.56,18.47,3021.250000000003
2018-10-08,35.43,21.25,27.48,0.0,20.37,58.41,1.99,18.34,3021.250000000003
